term	arousal	dominance	valence
rewire	0.462	0.406	0.365
rewrite	0.5	0.434	0.49
rhapsody	0.49	0.46	0.708
rhetoric	0.429	0.504	0.417
rhetorical	0.569	0.635	0.417
rheumatism	0.472	0.418	0.219
rhinestone	0.551	0.408	0.531
rhino	0.549	0.555	0.531
rhinoceros	0.656	0.569	0.556
rhubarb	0.304	0.34	0.582
rhyme	0.249	0.481	0.667
rhyming	0.41	0.5	0.729
rhythm	0.759	0.573	0.771
rhythmic	0.642	0.664	0.714
rhythmical	0.694	0.632	0.844
rib	0.349	0.351	0.49
ribbed	0.378	0.409	0.365
ribbon	0.288	0.357	0.719
rice	0.208	0.33	0.667
rich	0.627	0.905	0.882
riches	0.694	0.88	0.958
richness	0.833	0.922	0.896
rick	0.42	0.444	0.459
rickety	0.402	0.241	0.224
rickshaw	0.594	0.402	0.438
ricochet	0.618	0.43	0.287
rid	0.408	0.327	0.194
riddance	0.562	0.472	0.323
riddle	0.583	0.543	0.521
riddled	0.861	0.422	0.281
ride	0.465	0.472	0.806
rider	0.627	0.574	0.635
ridge	0.402	0.349	0.484
ridicule	0.745	0.255	0.143
ridiculed	0.806	0.212	0.112
ridiculous	0.594	0.245	0.159
riding	0.654	0.62	0.694
rife	0.561	0.692	0.57
riff	0.551	0.343	0.521
riffraff	0.404	0.397	0.36
rifle	0.9	0.718	0.329
rifleman	0.863	0.767	0.245
rifles	0.864	0.765	0.337
rift	0.519	0.289	0.246
rig	0.382	0.746	0.542
rigged	0.51	0.412	0.188
rigging	0.518	0.44	0.51
right	0.352	0.71	0.74
righteous	0.385	0.79	0.823
righteousness	0.66	0.897	0.802
rightful	0.358	0.821	0.837
rightly	0.471	0.782	0.74
righty	0.314	0.786	0.75
rigid	0.552	0.591	0.357
rigidity	0.53	0.726	0.198
rigor	0.745	0.713	0.375
rigorous	0.818	0.847	0.438
rim	0.397	0.302	0.51
rind	0.28	0.491	0.542
ring	0.427	0.464	0.677
ringer	0.604	0.347	0.573
ringing	0.598	0.693	0.724
ringleader	0.55	0.64	0.52
ringmaster	0.622	0.732	0.63
ringside	0.644	0.411	0.5
rink	0.392	0.392	0.551
rinse	0.168	0.409	0.663
riot	0.946	0.586	0.061
rioting	0.949	0.56	0.156
riotous	0.837	0.588	0.163
riots	0.882	0.564	0.099
rip	0.676	0.365	0.146
riparian	0.408	0.412	0.552
ripe	0.337	0.67	0.671
ripen	0.373	0.671	0.755
ripening	0.49	0.759	0.615
ripper	0.887	0.642	0.219
ripple	0.453	0.37	0.5
rippling	0.48	0.327	0.5
rise	0.593	0.745	0.667
rising	0.602	0.696	0.75
risk	0.816	0.438	0.24
risky	0.922	0.7	0.224
risotto	0.454	0.234	0.802
rite	0.57	0.606	0.378
ritual	0.52	0.508	0.375
ritualistic	0.583	0.54	0.45
rival	0.605	0.574	0.286
rivalry	0.765	0.538	0.192
river	0.392	0.605	0.688
riverbank	0.3	0.33	0.684
riverbed	0.233	0.421	0.61
riverboat	0.347	0.462	0.561
rivet	0.306	0.405	0.458
riveted	0.439	0.443	0.385
riveting	0.544	0.394	0.448
roach	0.598	0.259	0.146
road	0.404	0.404	0.656
roadblock	0.669	0.49	0.337
roadhouse	0.62	0.458	0.5
roadie	0.566	0.455	0.5
roadrage	0.567	0.565	0.458
roadrunner	0.702	0.59	0.49
roads	0.448	0.496	0.677
roadside	0.569	0.472	0.5
roadster	0.622	0.473	0.531
roadtrip	0.596	0.519	0.677
roadway	0.206	0.509	0.562
roadworks	0.538	0.509	0.562
roam	0.55	0.444	0.51
roar	0.816	0.675	0.427
roaring	0.817	0.634	0.449
roast	0.541	0.311	0.521
roasted	0.52	0.339	0.615
rob	0.84	0.5	0.112
robber	0.772	0.481	0.135
robbery	0.843	0.435	0.133
robe	0.216	0.298	0.594
robin	0.363	0.393	0.552
robot	0.337	0.543	0.441
robotic	0.602	0.657	0.417
robotics	0.6	0.763	0.592
robust	0.604	0.719	0.667
roc	0.51	0.415	0.427
rock	0.236	0.557	0.623
rocker	0.704	0.625	0.615
rocket	0.824	0.774	0.664
rocks	0.209	0.543	0.365
rod	0.319	0.355	0.479
rodent	0.577	0.279	0.323
rodeo	0.676	0.588	0.49
roe	0.382	0.398	0.49
rogue	0.713	0.636	0.334
role	0.26	0.464	0.552
roll	0.51	0.172	0.469
roller	0.394	0.345	0.521
rollercoaster	0.91	0.651	0.802
rollers	0.365	0.336	0.49
rollicking	0.806	0.552	0.878
rolling	0.606	0.321	0.51
roman	0.475	0.639	0.615
romance	0.682	0.587	0.98
romantic	0.531	0.598	0.936
romanticism	0.521	0.593	0.854
romp	0.64	0.417	0.61
roof	0.226	0.342	0.602
rooftop	0.471	0.461	0.571
rook	0.4	0.51	0.38
rookie	0.37	0.198	0.583
room	0.283	0.445	0.729
roomful	0.425	0.634	0.786
roommate	0.481	0.48	0.75
rooms	0.241	0.386	0.677
roomy	0.342	0.736	0.76
roost	0.41	0.345	0.5
rooster	0.385	0.275	0.459
root	0.279	0.508	0.602
root beer	0.52	0.415	0.582
rooted	0.527	0.718	0.51
rope	0.28	0.345	0.385
ropes	0.304	0.402	0.458
rosary	0.14	0.43	0.806
rose	0.276	0.386	0.865
rosemary	0.381	0.425	0.688
rosette	0.41	0.31	0.469
roster	0.306	0.381	0.531
rosy	0.528	0.755	0.94
rot	0.558	0.301	0.031
rota	0.462	0.209	0.32
rotary	0.462	0.528	0.573
rotate	0.47	0.492	0.458
rotation	0.52	0.55	0.67
rote	0.481	0.696	0.561
rotor	0.458	0.404	0.5
rotten	0.59	0.327	0.104
rotting	0.462	0.255	0.188
rotunda	0.464	0.393	0.5
rouge	0.4	0.382	0.562
rough	0.794	0.632	0.406
roughly	0.539	0.463	0.448
roughneck	0.64	0.491	0.323
roughness	0.578	0.49	0.214
roulette	0.69	0.422	0.326
round	0.434	0.311	0.552
roundabout	0.425	0.495	0.49
rounded	0.391	0.396	0.592
roundup	0.58	0.474	0.52
rouse	0.49	0.463	0.521
rouser	0.54	0.423	0.48
rousing	0.517	0.692	0.714
rout	0.625	0.233	0.163
route	0.353	0.518	0.583
routine	0.219	0.333	0.365
rove	0.4	0.4	0.457
rover	0.538	0.421	0.51
roving	0.442	0.491	0.583
row	0.275	0.406	0.427
rowboat	0.393	0.353	0.455
rowdy	0.9	0.518	0.255
rowing	0.443	0.467	0.458
royal	0.43	0.759	0.796
royalty	0.571	0.833	0.832
rub	0.565	0.4	0.521
rubber	0.217	0.315	0.46
rubbers	0.36	0.414	0.604
rubbing	0.569	0.44	0.406
rubbish	0.454	0.164	0.198
rubble	0.509	0.289	0.308
rubdown	0.491	0.404	0.561
rubric	0.26	0.5	0.427
ruby	0.408	0.544	0.663
ruckus	0.706	0.411	0.271
rudder	0.469	0.509	0.439
ruddy	0.63	0.395	0.49
rude	0.821	0.402	0.061
rudeness	0.819	0.692	0.28
rudimentary	0.321	0.509	0.286
rudiments	0.52	0.373	0.385
rue	0.394	0.246	0.323
rueful	0.429	0.225	0.173
ruff	0.51	0.375	0.365
ruffian	0.824	0.463	0.13
ruffle	0.561	0.518	0.443
rug	0.24	0.245	0.52
rugby	0.82	0.708	0.677
rugged	0.569	0.793	0.561
ruin	0.588	0.192	0.125
ruination	0.582	0.209	0.184
ruined	0.564	0.194	0.135
ruinous	0.69	0.275	0.255
ruins	0.49	0.248	0.25
rule	0.427	0.593	0.567
ruler	0.4	0.631	0.44
ruling	0.566	0.41	0.177
rum	0.377	0.451	0.561
rumba	0.827	0.615	0.781
rumble	0.745	0.613	0.367
rummage	0.615	0.289	0.243
rumor	0.582	0.282	0.255
rumored	0.604	0.318	0.427
rump	0.425	0.396	0.449
rumpus	0.531	0.422	0.448
run	0.787	0.543	0.542
runaround	0.519	0.349	0.448
runaway	0.77	0.402	0.271
rundown	0.296	0.465	0.52
runes	0.3	0.304	0.438
rung	0.355	0.368	0.51
runner	0.747	0.632	0.459
running	0.858	0.442	0.73
running shoes	0.573	0.491	0.653
runny	0.439	0.325	0.54
runt	0.5	0.445	0.37
runway	0.373	0.406	0.585
rupture	0.633	0.43	0.125
rural	0.245	0.408	0.562
ruse	0.64	0.546	0.531
rush	0.809	0.546	0.406
rushing	0.821	0.529	0.398
rust	0.265	0.321	0.281
rusted	0.357	0.302	0.286
rustic	0.657	0.491	0.369
rustle	0.538	0.394	0.333
rustler	0.83	0.429	0.281
rusty	0.345	0.231	0.271
rut	0.31	0.392	0.333
ruth	0.427	0.444	0.469
ruthless	0.85	0.67	0.208
rye	0.298	0.411	0.49
sabbatical	0.24	0.427	0.771
saber	0.62	0.553	0.551
sable	0.596	0.5	0.449
sabotage	0.906	0.5	0.135
saboteur	0.804	0.407	0.25
sac	0.245	0.226	0.344
sack	0.337	0.264	0.385
sacrament	0.316	0.7	0.69
sacred	0.375	0.862	0.833
sacrifice	0.833	0.534	0.208
sacrifices	0.717	0.538	0.281
sacrificial	0.755	0.452	0.198
sacrilege	0.708	0.491	0.281
sacrilegious	0.736	0.449	0.146
sad	0.333	0.149	0.225
sadday	0.418	0.411	0.52
saddens	0.436	0.144	0.104
saddle	0.509	0.306	0.51
sadist	0.918	0.5	0.042
sadistic	0.906	0.618	0.031
sadly	0.255	0.216	0.047
sadness	0.288	0.164	0.052
safari	0.673	0.64	0.663
safe	0.306	0.759	0.898
safeguard	0.624	0.7	0.786
safekeeping	0.51	0.586	0.653
safety	0.491	0.868	0.708
saffron	0.373	0.349	0.443
sag	0.578	0.445	0.153
saga	0.44	0.6	0.635
sage	0.327	0.693	0.781
saggy	0.429	0.3	0.37
sail	0.22	0.325	0.615
sailboat	0.392	0.381	0.719
sailing	0.52	0.5	0.667
sailor	0.588	0.5	0.5
saint	0.24	0.693	0.812
sainted	0.296	0.676	0.708
saintly	0.286	0.591	0.865
sake	0.573	0.407	0.49
salad	0.26	0.307	0.75
salamander	0.362	0.309	0.41
salami	0.36	0.339	0.667
salary	0.48	0.652	0.786
sale	0.602	0.573	0.647
salesgirl	0.49	0.605	0.582
salesman	0.559	0.664	0.643
salient	0.573	0.702	0.6
saline	0.34	0.385	0.43
saliva	0.265	0.236	0.214
sally	0.39	0.451	0.604
salmon	0.25	0.444	0.76
salmonella	0.608	0.312	0.167
salon	0.296	0.463	0.531
saloon	0.3	0.364	0.63
salsa	0.5	0.37	0.742
salt	0.312	0.306	0.323
salted	0.4	0.304	0.333
saltwater	0.33	0.364	0.327
salty	0.531	0.288	0.388
salutary	0.36	0.686	0.885
salutation	0.417	0.5	0.878
salute	0.542	0.681	0.833
salvage	0.51	0.832	0.622
salvation	0.48	0.8	0.857
salve	0.39	0.5	0.612
samba	0.74	0.465	0.781
sameness	0.33	0.484	0.531
sample	0.187	0.452	0.521
samurai	0.736	0.838	0.562
sanatorium	0.49	0.491	0.469
sanctification	0.431	0.816	0.77
sanctified	0.24	0.612	0.792
sanctify	0.443	0.783	0.673
sanctimonious	0.365	0.327	0.24
sanction	0.75	0.517	0.201
sanctioned	0.696	0.391	0.323
sanctity	0.33	0.628	0.771
sanctuary	0.226	0.575	0.863
sanctum	0.438	0.657	0.521
sand	0.279	0.304	0.582
sandal	0.283	0.333	0.49
sandbox	0.274	0.264	0.573
sander	0.58	0.445	0.438
sandman	0.469	0.388	0.479
sandpaper	0.425	0.404	0.417
sands	0.304	0.377	0.646
sandstorm	0.821	0.629	0.324
sandwich	0.314	0.31	0.672
sandy	0.265	0.296	0.406
sane	0.235	0.67	0.76
sanguine	0.56	0.545	0.52
sanitarium	0.645	0.57	0.448
sanitary	0.32	0.425	0.458
sanitation	0.312	0.5	0.742
sanity	0.333	0.655	0.667
sans	0.294	0.246	0.459
santa	0.286	0.509	0.735
sap	0.298	0.258	0.47
sapiens	0.453	0.584	0.48
sapphire	0.472	0.651	0.77
sappy	0.469	0.33	0.583
sarcasm	0.685	0.346	0.125
sarcastic	0.781	0.298	0.397
sarcoma	0.519	0.402	0.26
sarcophagus	0.561	0.435	0.271
sardine	0.236	0.236	0.541
sardonic	0.679	0.446	0.208
sarsaparilla	0.488	0.345	0.542
sash	0.298	0.333	0.48
sashimi	0.31	0.359	0.704
sassafras	0.388	0.471	0.469
sassy	0.704	0.32	0.271
satanic	0.843	0.72	0.062
satchel	0.306	0.345	0.521
sate	0.4	0.472	0.667
satellite	0.409	0.764	0.562
satin	0.396	0.481	0.519
satire	0.655	0.472	0.458
satirical	0.615	0.538	0.323
satisfaction	0.637	0.673	0.939
satisfactorily	0.57	0.802	0.765
satisfactory	0.569	0.702	0.959
satisfied	0.51	0.685	0.959
satisfy	0.79	0.705	0.867
satisfying	0.606	0.814	0.89
saturate	0.68	0.467	0.281
saturated	0.7	0.442	0.474
saturation	0.582	0.583	0.255
satyr	0.639	0.5	0.28
sauce	0.515	0.288	0.562
saucepan	0.264	0.321	0.347
saucer	0.327	0.337	0.51
saucy	0.653	0.391	0.25
sauerkraut	0.454	0.336	0.531
sauna	0.35	0.455	0.781
sausage	0.429	0.3	0.542
savage	0.931	0.605	0.204
savagery	0.907	0.711	0.219
savanna	0.147	0.394	0.606
savannah	0.212	0.309	0.729
savant	0.451	0.818	0.781
save	0.439	0.682	0.77
saver	0.382	0.802	0.745
saving	0.23	0.621	0.663
savings	0.431	0.608	0.776
savior	0.469	0.804	0.92
savor	0.552	0.526	0.827
savory	0.717	0.619	0.812
savvy	0.52	0.706	0.719
saw	0.541	0.518	0.316
sawdust	0.279	0.241	0.398
sawmill	0.378	0.434	0.427
sax	0.465	0.409	0.573
saxophone	0.444	0.482	0.688
say	0.31	0.482	0.571
sayonara	0.398	0.402	0.56
scab	0.33	0.272	0.354
scabbard	0.219	0.217	0.325
scaffold	0.5	0.336	0.48
scaffolding	0.366	0.545	0.496
scalding	0.54	0.381	0.271
scale	0.35	0.577	0.31
scales	0.33	0.491	0.439
scallop	0.363	0.331	0.49
scalp	0.346	0.302	0.347
scalpel	0.7	0.482	0.302
scaly	0.481	0.358	0.281
scam	0.745	0.418	0.042
scamp	0.464	0.371	0.458
scampi	0.448	0.224	0.531
scan	0.423	0.47	0.479
scandal	0.821	0.557	0.122
scandalous	0.907	0.556	0.135
scanner	0.356	0.567	0.531
scanty	0.333	0.127	0.287
scape	0.625	0.536	0.29
scapegoat	0.685	0.481	0.184
scar	0.5	0.397	0.146
scarab	0.458	0.267	0.406
scarce	0.324	0.218	0.292
scarcely	0.412	0.16	0.082
scarcity	0.5	0.182	0.167
scare	0.91	0.264	0.122
scarecrow	0.274	0.349	0.219
scared	0.828	0.185	0.146
scares	0.847	0.386	0.122
scarf	0.224	0.224	0.75
scarier	0.846	0.472	0.156
scariest	0.863	0.538	0.167
scarlet	0.39	0.411	0.507
scary	0.952	0.528	0.062
scat	0.548	0.409	0.337
scatter	0.62	0.404	0.229
scattered	0.38	0.238	0.208
scattering	0.55	0.394	0.347
scavenger	0.578	0.408	0.177
scenario	0.51	0.683	0.667
scene	0.34	0.578	0.57
scenery	0.253	0.592	0.745
scenic	0.548	0.756	0.684
scent	0.41	0.491	0.633
scented	0.509	0.431	0.865
scepter	0.3	0.67	0.63
sceptical	0.387	0.466	0.214
scepticism	0.444	0.55	0.292
schadenfreude	0.64	0.463	0.354
schedule	0.38	0.48	0.51
schematic	0.284	0.647	0.49
scheme	0.269	0.577	0.521
schilling	0.41	0.418	0.367
schism	0.569	0.386	0.28
schizophrenia	0.88	0.435	0.092
schizophrenic	0.958	0.433	0.102
schlep	0.426	0.382	0.302
schmuck	0.412	0.375	0.363
schnapps	0.567	0.417	0.583
schnitzel	0.43	0.382	0.365
scholar	0.421	0.731	0.694
scholarly	0.466	0.709	0.75
scholarship	0.49	0.625	0.866
scholastic	0.47	0.491	0.5
school	0.423	0.633	0.765
schoolboy	0.385	0.441	0.623
schoolgirl	0.521	0.415	0.76
schoolhouse	0.407	0.672	0.602
schooling	0.462	0.64	0.582
schoolmaster	0.368	0.852	0.667
schoolteacher	0.38	0.632	0.521
schoolwork	0.5	0.481	0.479
schoolyard	0.529	0.44	0.684
schooner	0.408	0.427	0.635
sciatica	0.443	0.393	0.286
science	0.429	0.741	0.588
scientific	0.51	0.836	0.653
scientist	0.5	0.79	0.562
scifi	0.57	0.394	0.592
scintilla	0.528	0.385	0.476
scintillating	0.736	0.612	0.65
scintillation	0.579	0.573	0.576
scintillator	0.67	0.51	0.583
scion	0.38	0.451	0.49
scissors	0.462	0.302	0.458
scoff	0.686	0.306	0.125
scold	0.755	0.626	0.194
scolding	0.833	0.417	0.071
scone	0.287	0.229	0.418
scoop	0.543	0.64	0.583
scoot	0.49	0.412	0.51
scooter	0.587	0.371	0.51
scope	0.386	0.718	0.656
scorch	0.689	0.491	0.214
scorching	0.635	0.464	0.406
score	0.388	0.589	0.67
scoreboard	0.484	0.472	0.667
scorer	0.608	0.764	0.73
scores	0.469	0.629	0.594
scorn	0.721	0.356	0.11
scorned	0.529	0.226	0.062
scornful	0.608	0.368	0.173
scorpion	0.745	0.6	0.198
scotch	0.52	0.615	0.578
scoundrel	0.74	0.412	0.094
scour	0.602	0.632	0.388
scourge	0.64	0.302	0.214
scout	0.611	0.763	0.656
scowl	0.6	0.413	0.302
scrabble	0.412	0.399	0.625
scram	0.485	0.409	0.306
scramble	0.744	0.5	0.469
scrambled	0.535	0.539	0.451
scrambler	0.55	0.444	0.417
scrambling	0.81	0.731	0.421
scrap	0.339	0.173	0.156
scrapbook	0.274	0.432	0.562
scrape	0.615	0.384	0.365
scrapie	0.706	0.231	0.306
scraping	0.479	0.305	0.265
scrappy	0.375	0.406	0.301
scratch	0.625	0.27	0.276
scratchy	0.61	0.436	0.235
scrawny	0.422	0.245	0.276
scream	0.863	0.594	0.188
screamer	0.67	0.392	0.156
screaming	0.901	0.46	0.245
screech	0.802	0.306	0.214
screen	0.3	0.417	0.67
screening	0.57	0.709	0.562
screenplay	0.406	0.518	0.5
screenwriter	0.5	0.712	0.571
screw	0.46	0.377	0.385
screwball	0.68	0.505	0.271
screwdriver	0.519	0.439	0.52
screwed	0.52	0.464	0.302
screwy	0.596	0.45	0.344
screwyou	0.647	0.509	0.26
scribble	0.453	0.358	0.429
scribe	0.264	0.491	0.541
scrimmage	0.66	0.411	0.367
scrip	0.462	0.455	0.43
script	0.45	0.527	0.61
scriptural	0.25	0.596	0.551
scripture	0.27	0.63	0.745
scroll	0.63	0.409	0.375
scrotum	0.653	0.361	0.396
scrounge	0.565	0.397	0.21
scrounger	0.49	0.358	0.323
scrub	0.42	0.5	0.417
scruffy	0.435	0.176	0.194
scrumptious	0.65	0.566	0.959
scrupulous	0.685	0.602	0.545
scrutinize	0.587	0.573	0.458
scrutiny	0.653	0.658	0.5
scuba	0.494	0.456	0.542
scuff	0.56	0.376	0.165
scuffle	0.8	0.529	0.146
scullery	0.337	0.353	0.469
sculptor	0.431	0.694	0.653
sculpture	0.346	0.49	0.75
sculptured	0.373	0.557	0.708
scum	0.38	0.218	0.357
scumbag	0.591	0.278	0.24
scurry	0.647	0.509	0.398
scurvy	0.462	0.312	0.354
scuttle	0.398	0.43	0.438
sea	0.353	0.589	0.833
seaboard	0.356	0.507	0.663
seafood	0.5	0.328	0.656
seagull	0.245	0.314	0.635
seal	0.218	0.518	0.49
seals	0.241	0.402	0.412
seam	0.25	0.414	0.427
seaman	0.51	0.672	0.52
seamless	0.14	0.302	0.459
seamstress	0.288	0.389	0.535
seaport	0.317	0.491	0.594
sear	0.553	0.6	0.49
search	0.58	0.462	0.635
searching	0.657	0.466	0.534
searchlight	0.51	0.552	0.622
seared	0.41	0.398	0.229
seashore	0.31	0.375	0.796
seasick	0.683	0.245	0.115
seaside	0.52	0.508	0.887
season	0.41	0.519	0.792
seasonal	0.273	0.305	0.592
seasoned	0.57	0.509	0.812
seasoning	0.388	0.479	0.633
seat	0.281	0.434	0.542
seatbelt	0.314	0.726	0.656
seating	0.265	0.286	0.552
seawater	0.197	0.491	0.76
seaweed	0.286	0.382	0.446
sec	0.385	0.38	0.49
secession	0.561	0.509	0.323
secluded	0.265	0.24	0.357
seclusion	0.558	0.505	0.23
second	0.21	0.25	0.49
second cousin	0.36	0.441	0.698
secondary	0.375	0.26	0.636
secondhand	0.389	0.283	0.194
secrecy	0.549	0.475	0.294
secret	0.58	0.509	0.479
secretariat	0.459	0.597	0.518
secretary	0.426	0.561	0.612
secrete	0.567	0.518	0.427
secretion	0.582	0.529	0.354
secretive	0.25	0.538	0.39
secretly	0.404	0.479	0.525
sect	0.667	0.526	0.265
sectarian	0.606	0.517	0.26
section	0.269	0.421	0.5
sectional	0.415	0.464	0.427
sector	0.19	0.569	0.594
secular	0.461	0.52	0.463
secularism	0.44	0.559	0.367
secure	0.38	0.914	0.844
securities	0.304	0.852	0.75
security	0.36	0.821	0.837
sedan	0.423	0.68	0.48
sedate	0.157	0.345	0.656
sedation	0.27	0.398	0.51
sedative	0.273	0.352	0.314
sedentary	0.185	0.273	0.292
sedge	0.396	0.339	0.406
sediment	0.306	0.372	0.438
sedimentary	0.265	0.5	0.398
sedition	0.557	0.591	0.327
seduce	0.864	0.689	0.462
seducer	0.812	0.775	0.704
seducing	0.794	0.708	0.569
seduction	0.891	0.618	0.51
seductive	0.821	0.667	0.771
see	0.269	0.312	0.635
seed	0.135	0.306	0.656
seedling	0.343	0.423	0.406
seeds	0.269	0.418	0.731
seedy	0.39	0.325	0.229
seek	0.429	0.482	0.622
seeker	0.464	0.553	0.646
seem	0.302	0.298	0.471
seemingly	0.41	0.356	0.49
seer	0.481	0.74	0.604
seesaw	0.559	0.41	0.57
seething	0.821	0.642	0.312
segment	0.29	0.44	0.469
segregate	0.627	0.44	0.29
segregated	0.575	0.411	0.164
segregation	0.545	0.39	0.302
seismic	0.925	0.578	0.323
seize	0.644	0.673	0.656
seizure	0.775	0.462	0.177
seldom	0.379	0.287	0.323
select	0.406	0.602	0.615
selection	0.34	0.595	0.594
selective	0.347	0.706	0.612
selectman	0.547	0.609	0.552
selenium	0.408	0.336	0.469
self	0.37	0.5	0.704
selfharm	0.62	0.407	0.35
selfish	0.637	0.495	0.061
selfishness	0.686	0.453	0.2
selfless	0.235	0.396	0.521
selflove	0.63	0.661	0.854
selfworth	0.46	0.594	0.704
sell	0.608	0.605	0.618
seller	0.471	0.635	0.635
sellout	0.49	0.465	0.398
seltzer	0.452	0.406	0.448
semantics	0.394	0.569	0.698
semaphore	0.374	0.598	0.552
semblance	0.471	0.442	0.5
semen	0.755	0.471	0.5
semester	0.327	0.482	0.521
semi	0.345	0.304	0.296
semiautomatic	0.51	0.522	0.469
semicolon	0.255	0.318	0.378
seminal	0.413	0.566	0.459
seminar	0.36	0.623	0.583
seminary	0.367	0.589	0.594
semiotics	0.417	0.596	0.449
senate	0.349	0.836	0.49
senator	0.422	0.821	0.391
send	0.48	0.537	0.663
sender	0.449	0.509	0.542
senescence	0.456	0.394	0.378
senile	0.211	0.305	0.28
senior	0.415	0.536	0.561
seniority	0.427	0.602	0.408
senor	0.217	0.63	0.527
senorita	0.55	0.5	0.765
sensation	0.663	0.673	0.781
sensational	0.827	0.858	0.938
sense	0.417	0.474	0.781
senseless	0.388	0.136	0.125
senses	0.461	0.693	0.74
sensibility	0.423	0.448	0.583
sensible	0.454	0.312	0.625
sensibly	0.337	0.396	0.786
sensitive	0.426	0.254	0.714
sensitivity	0.417	0.395	0.75
sensor	0.377	0.542	0.571
sensory	0.48	0.442	0.583
sensual	0.79	0.642	0.73
sensuality	0.84	0.632	0.844
sensuous	0.798	0.625	0.854
sentence	0.265	0.548	0.625
sentencing	0.782	0.561	0.12
sentient	0.417	0.363	0.583
sentiment	0.451	0.639	0.765
sentimental	0.378	0.312	0.583
sentimentality	0.548	0.319	0.771
sentinel	0.602	0.845	0.531
sentry	0.547	0.684	0.47
separable	0.39	0.368	0.469
separate	0.514	0.349	0.24
separately	0.365	0.368	0.31
separation	0.592	0.409	0.198
separatist	0.627	0.537	0.245
sepia	0.27	0.345	0.448
sepsis	0.452	0.327	0.229
sept	0.333	0.361	0.521
septic	0.462	0.425	0.281
septum	0.423	0.41	0.276
sequel	0.48	0.574	0.65
sequence	0.35	0.529	0.543
sequent	0.423	0.591	0.531
sequestered	0.863	0.427	0.16
sequestration	0.86	0.5	0.177
serenade	0.57	0.491	0.875
serendipity	0.413	0.5	0.677
serene	0.132	0.37	0.802
serenity	0.122	0.557	0.9
sergeant	0.6	0.833	0.408
serial	0.35	0.472	0.469
serialize	0.455	0.593	0.5
series	0.431	0.42	0.622
serif	0.417	0.415	0.531
serious	0.455	0.619	0.5
seriousness	0.365	0.75	0.439
sermon	0.507	0.615	0.417
serpent	0.696	0.679	0.115
serpentine	0.646	0.329	0.576
serrated	0.435	0.418	0.388
serum	0.231	0.443	0.52
servant	0.408	0.331	0.34
serve	0.4	0.384	0.622
server	0.356	0.536	0.656
service	0.408	0.535	0.684
serviceable	0.4	0.684	0.834
servile	0.327	0.415	0.439
servitude	0.49	0.25	0.25
sesame	0.25	0.382	0.673
sess	0.481	0.411	0.418
session	0.481	0.491	0.51
sessions	0.578	0.65	0.646
set	0.482	0.63	0.521
setback	0.451	0.25	0.198
sett	0.413	0.5	0.56
setter	0.455	0.473	0.541
settle	0.52	0.772	0.833
settled	0.51	0.473	0.521
settlement	0.412	0.723	0.635
settler	0.453	0.519	0.573
settlor	0.434	0.534	0.531
setup	0.398	0.635	0.667
seven	0.265	0.373	0.672
seventeen	0.296	0.321	0.585
seventh	0.245	0.288	0.5
seventy	0.353	0.446	0.625
sever	0.635	0.451	0.156
severable	0.451	0.398	0.406
severally	0.298	0.6	0.719
severance	0.62	0.541	0.396
severe	0.735	0.635	0.164
severely	0.673	0.7	0.219
severity	0.712	0.661	0.26
sew	0.34	0.34	0.51
sewage	0.343	0.339	0.255
sewer	0.367	0.282	0.286
sewerage	0.45	0.198	0.208
sewing	0.337	0.356	0.625
sex	0.939	0.704	0.803
sexist	0.798	0.411	0.255
sexual	0.959	0.64	0.584
sexuality	0.898	0.657	0.67
sexy	0.945	0.802	0.865
shabby	0.519	0.259	0.235
shack	0.425	0.339	0.396
shackle	0.58	0.414	0.276
shade	0.265	0.278	0.388
shades	0.3	0.38	0.49
shading	0.324	0.318	0.42
shadow	0.343	0.158	0.302
shadowy	0.373	0.33	0.135
shady	0.509	0.375	0.323
shaft	0.275	0.472	0.549
shag	0.462	0.34	0.417
shaggy	0.302	0.321	0.51
shake	0.689	0.539	0.439
shakedown	0.692	0.481	0.286
shaken	0.657	0.333	0.344
shaker	0.728	0.518	0.52
shaking	0.849	0.255	0.275
shaky	0.734	0.223	0.26
shall	0.385	0.412	0.51
shallow	0.298	0.351	0.427
shallows	0.368	0.368	0.388
sham	0.602	0.395	0.354
shaman	0.531	0.604	0.49
shambles	0.696	0.287	0.271
shame	0.67	0.155	0.06
shamed	0.567	0.218	0.135
shameful	0.68	0.264	0.04
shameless	0.713	0.407	0.274
shampoo	0.18	0.25	0.604
shanghai	0.45	0.509	0.551
shank	0.393	0.286	0.53
shanty	0.459	0.255	0.427
shape	0.24	0.422	0.592
shapely	0.441	0.83	0.771
shard	0.407	0.426	0.388
share	0.548	0.545	0.759
shareholder	0.632	0.915	0.656
sharing	0.462	0.545	0.827
shark	0.845	0.596	0.26
sharp	0.585	0.585	0.459
sharpen	0.694	0.611	0.582
sharpened	0.647	0.727	0.573
sharpener	0.435	0.327	0.532
sharpness	0.385	0.653	0.729
sharpshooter	0.929	0.764	0.24
shatter	0.821	0.464	0.108
shattered	0.806	0.309	0.097
shattering	0.76	0.475	0.135
shave	0.41	0.48	0.521
shaver	0.45	0.392	0.418
shaving	0.469	0.353	0.5
shawl	0.365	0.23	0.72
sheaf	0.387	0.456	0.396
shear	0.647	0.388	0.286
shears	0.527	0.254	0.429
sheath	0.314	0.342	0.46
