****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
chris		Cause I'd wait.  In the smoky haze, A SAT PHONE in the dirt--
taya		 Chris--
chris		Go around. I'll go high.
the butcher		 You talk to them, you die with them.
chris kyle		He had line-of-sight 500 meters out.
biggles		Colonel Gronski is all over Marc, bro.
chris		We need to work up a squad to pursue him.
marc lee		They're shutting us down.
chris		What do you mean?
marc lee		We're confined to base pending an incident review.
chris		Can he do that? Just shelf us like that? I ship home in three weeks.
biggles		It's gonna be a long three weeks.
taya		I thought you were dead. I thought--
chris		Shh. I'm know. I'm so sorry.
chris		You're the most beautiful thing I've ever seen.
taya		I have an alien growing inside me--
taya		And there's a strange man in my bedroom.
chris		Our bedroom.
taya		 Why isn't it on your finger?
chris		If it catches the light...
taya		Your hands feel different.
chris		They're mine. I swear...
taya		Why am I so fucking nervous?
chris		 I'm nervous too.
taya		No you're not. Don't lie.
chris		I am... What if that little alien reaches out and grabs me?
taya		Why are you so good with me.  Her face opens in ecstasy.
chris		 Huh?--
taya		What do you want to do today, hon'?
chris		Maybe we just relax here?
taya		Okay, we do that. Let's relax.
doctor hoffstader		How you feeling?
taya		I'm done being pregnant. I want to meet him.
doctor hoffstader		It'll be any day now.
doctor hoffstader		How about you Mr. Kyle? How're you feeling?
chris kyle		Good. Doing good.
doctor hoffstader		I imagine you're still decompressing.
chris		Not really.
taya		Well, this is the first time we left the house.
chris		I'm just happy to be home.
doctor hoffstader		Here, slip this on for me.
chris		If you wanna help, you should be looking at my knees. I don't know what I did but--
doctor hoffstader		Are you a smoker?
chris		No, ma'am.
doctor hoffstader		Do you drink?
chris		 Only when I'm thirsty.
taya		 Jesus Christ Chris...
chris		Is that high?
doctor hoffstader		Not if you just had 14 cups of coffee. But for someone who is sitting down--
chris		I'll look into it. Thanks doc.
chris		You sabotaged me back there.
taya		What am I supposed to do. You're not talking. You act like it's all okay--
chris		It is okay. I'm fine.
taya		You're not fine. Your blood pressure--
chris		Babe, I'm driving down the freeway, it's sunny and 72 degrees. I'm fine. But there are people dying over there and I look around and it's like it's not even happening. It's barely on the news, no one talks about it. No one cares. And if I stay too long I'll forget about it too.
taya		Chris--
chris		We're at war and I'm headed to the mall.
chris		I don't belong here. I can't help anybody-
taya		--it's happening--
chris		Oh shit--
taya		What're you doing!
chris		I'm going back.
taya		 --oh my god, you're crazy! You're fucking crazy you know that?
chris		My little man...
chris		Look at our boy. Look what we did.  I love you, baby. We made it--
taya		Don't bother turning it off, I already watched it.
taya		I had to make sure you didn't have an Iraqi girlfriend sending sexy videos.
chris		This sniper is recording his kills. Mustafa. They sell these in the street.
taya		That day we were on the phone--
taya		You're not protecting me by not talking about it.
chris		I don't want you thinking about it. I don't need you worrying.
taya		My imagination is so much worse than anything you could tell me--
chris		 No, it's not. They're savages.
taya		Chris--
chris		They're fuckin savages.
taya		It's not about them, it's about us.  You have to make it back to us.  Her eyes trail off him as she steps into the kitchen.  Chris holds his son, taken with his ruddy innocence. Then the BEDOUIN MUSIC swells, his arms tighten around his son, and his eyes are drawn back to Mustafa.  "SECOND TOUR"
chris kyle		Slower than Christmas.
chris		Can you give me a second--?
chris kyle		Hey, grunt--
jeff		Chris?
chris kyle		Y'alright? You in one piece?
marine lcpl		Let's go, PFC Kyle. Move your ass.
chris		You okay? Jeff?--
jeff		I heard you're kickin ass our here. All the guys, that's what they say--
jeff		You're my hero, bro. Always have been.
jeff		 The Legend...
jeff		 I'm gonna miss my ride.
chris kyle		What happened?
jeff		I'm just tired, man. I'm--  I'm going home.
chris		I'm proud of you. You hear me?
chris		Dad too. He's proud of you.
jeff		Fuck this place--
chris		 What?
jeff		Fuck this place.
chris kyle		Thank you, sir.
chris kyle		Don't tell my wife, she might take that number right about now.
chris kyle		Yes, sir.  COL. JONES We plugged the rat-hole that is Fallujah and flushed them into Ramadi. We got some intel indicating his area of operations.  As they cross the Euphrates the SLUMS OF RAMADI are laid out before them like a blanket of chaos.  COL. JONES I want you to put the fear of God in these savages, and find his ass.
chris		You guys know how I hate this shit so shut your traps. Our target is Amir Khalaf Fanus aka The Butcher.  We'll be heading in under cover of darkness, sector P13, north of the river--
biggles		You give good power-point, Legend.
marc lee		Is this thing bulletproof?  You never open it so I assumed...
chris kyle		God, country, family, right?
marc lee		You got a God?
chris kyle		You getting weird on me?
marc lee		We had this electric fence around our property in Oregon and us kids used to see who could grab it and hang on the longest. War feels like that, it puts lightning in your bones, makes it hard to hold on to anything else.
chris kyle		You need to sit this one out?
marc lee		I just wanna believe in what we're doing--
chris kyle		Evil lives here, we've seen it.
marc lee		It lives everywhere--
chris kyle		You want to invite these motherfuckers to come fight in San Diego? Or New York? We're protecting more than this dirt.
marc lee		Hooyah then. Lets go kill this fucker.
tony		 This building, any apartment on the east side, will look down Fahima Halal.
chris		 Breacher-up.
chris		Tell em they won't be leaving till we do--  Ask if they seen him.
biggles		 --Private eyes, we're watching you, watching your every move...
marc lee		Big freezers.
chris		Let's keep eyes on it get pictures of anyone coming and going.
biggles		Fucking Chief Nappy-nap.  A challenging smile. Chris flips him off.  "D" Got some nice rugs up in here.  This shit is hand-knotted. Beautiful.  Surveillance rolling, Chris closes his eyes.
chris		What do we got?
marc lee		16 military aged males have gone in.
chris		Sixteen?
biggles		They serve more customers than McDonalds.
marc lee		And check this.
chris		He still inside?
marc lee		I'm only clocking one point of entry. He's in there, but it's no easy breach.
biggles		When they see it's The Legend they'll probably just invite him in--
chris		You got a problem? I didn't promote myself.
biggles		No, I did it for you. You'd never have made Chief if I nicknamed you "The Myth".
tony		Enough. It's everybody's Navy.
biggles		--naw, it's Legend's Navy now. Just hope he leaves some for the rest of us.
chris		Hash out tactics. We go at zero-dark. And Big Giggles is making the coffee.
terp		 He invites you to join him for Eid al- Adha supper. He says -on this day everyone has a seat at my table-.
chris		Tell him that's very generous of him.
chris		Tell him he's gonna be shipped off for detention and the Iraqi courts can decide what to do with him-- or he can help us get inside that restaurant down there.
marc lee		That's a bad move--
biggles		He's our breech. He's a fucking way in--
marc lee		If something happens--
biggles		He's AQI man, look what he's holding.
chris		It's his choice. Tell him.
chris		 We have eyes on the target. Flushing them out the back--
biggles		 Negative. Nothing yet.
chris		 Help him--
chris		 They're coming back up! Watch your six--
biggles		--I can't hear you. Say again.
chris kyle		Move.
dauber		Biggles! Watch your six. Roadies on you--
chris		Pull back! Loading--
biggles		Got you.
biggles		RPG!
chris		Contact. Eyes on The Butcher. 12 o'clock.
chris		 Dauber? You got visual? Confirm.
dauber		Negative. No shot--
chris		He's on the move. Crossing!
biggles		Got you. Got you. Go, go, go--
chris		 I offered his father detention. I gave him a choice--
pfc alvarez		Sir, we have armed insurgents moving this way. We need to make tracks.
chris kyle		Tell him this boy's father was fighting for the people that butchered the clerics we found in the freezer in there.
terp		- This is our territory. If you want to come here, you ask me. If you want to find someone, I find them-
chris kyle		 If I ask for your help you're the one they carve up next. I've seen it happen.
terp		-I am the seventh son of Isaac of Abraham. This is the land of my father, and I am not afraid.- He says your evil is greater than those you fight. He calls you white satan, devil of Ramadi.
chris kyle		You tell him to deliver The Butcher to us, or the devil comes back.
chris		Hey, some help here-- She's crying--
colton		But I want that one--
chris		 You don't get to choose, bubba.
colton		But I don't like it! I want that one--
chris		You get what it gives you. That's how this thing works.
chris		Don't do this. Get up. Come on--
chris		 Get off the floor. Right now--
young man		Are you... "Chief" Chris Kyle?
chris		That's me.
young man		Sorry to intrude, sir, but we met in Fallujah. You saved my life.
chris		Did I--?
chris		 Yeah. Right. Well, you Marines saved our ass plenty out there. How you holding up?
mads		It cost lots of guys more than a leg.
chris		Did you lose some friends?
mads		That too, but I'm talking about guys that lived. They made it back but they're just not back. They can't seem to get right.
chris		Yeah, I-- I'm sorry to hear that.
mads		You should come down to the VA sometime. The guys would love it. They all know who The Legend is.
