****Dialogues from script :Miami_Vice.txt****

first draft		9/22/04 WGAw
principal claire		Ordinarily I would wait for his mother to return... but -- I'm a bit concerned, and I'm not sure what to do...
shane		Has he been skipping class?
principal claire		Well -- yes. He does always miss sixth period. But this...
murney		This is how he showed up to practice. And that's not all. I was doing a little re- con in his locker... and I found this:
shane		He's not a NAZI.
principal claire		It's certainly not normal.  See if you can talk to the boy.   Find out what's going on.
murney		hope you won't go light on him -- that whole family's no good, if you ask me.
shane		I'll talk to him.
murney		You're a good man, Shane. Bet you're a hell of a fighter on the mats, huh?  Maybe sometime we oughta strap up, we'll give these boys a treat.
shane		Another time, maybe...
murney		It's a date then. I'll show you a couple moves. I promise I won't hurt you.
shane		Did you kick me in the back? Is there a footprint on my jacket?
murney		Come on Frogman! Don't be a sissy!
shane		Wait Todd, I want to talk to you...
shane		Smart kid.
man		Alright. All my Nazis are finally here. Okay, I want all of you at attention.
director		Okeydokey. Starting from where we left off Gimme Rolf and Liesl -- let's give You are Sixteen a run up der flagpole...
todd		You wait little girl, on an empty stage/for fate to turn the light on/your life little girl, is an empty page/that men will want to write on...
todd		You are sixteen, going on seventeen...
director		Baby Jesus, have I done some unspeakable evil that I deserve to be saddled with the world's worst production of Sound of Music?  We open in a week. The set's not finished... The cast is a bunch of clumsy goats -- every kick ball change would make Bob Fosse dig himself out of the earth, so he could have a heart attack again.
todd		I'm sorry... I'll get it right.
director		None of you will ever get it right! Which is why, I quit.
liesl		You gonna fix him?
shane		No. My hands are freezing.
todd		I'm not going to quit. I hate wresting...
shane		AT EASE.  Would you listen, just once? Look, I don't know a hell of a lot about this kinda stuff, but... You're good. A lot to learn, but with hard work, discipline -- you could make a go of this.
todd		... but what about Murney?
shane		That guy's an idiot.
todd		You don't seem like the musical type.
shane		Come on. Julie Andrews was hot.
todd		What if... girls'll think I'm... weird or something?
shane		You know what girls think is weird? Wrestling. Men in leotards pinning each other to the floor? I've never understood that. Chicks dig guys who can dance.
todd		Doesn't matter now anyway... show's off... it's over.
shane		COMPANY -- CENTER STAGE!
liesl		We don't have a director...
shane		No director? I have directed rescue missions in Afghanistan! I've directed numerous snatch and grabs in countries who's names you are not allowed to know. I have choreographed multi-pronged amphibious landings and stealth air attacks!  Do you think I have the stomach to whip this production into shape, or not?
todd		Yes.
shane		YES WHAT?
shane		... What's up?
zoe		 Nothing... It's stupid... Scott. I called him in his room, another girl picked up the phone. I know it's no big deal. I don't know why I let it get to me.
shane		I don't see what you see in this guy.
zoe		It's just nice to think someone's thinking about you, you know? S SHANE  It won't happen again.
zoe		... No wait! ...What are you gonna do? You're not gonna hurt him are you? Promise you won't touch him.
shane		Okay. I promise. I won't touch him.
ulu		Tell me a story.
shane		Okay. Let's see. Once there was a family of Elves. 
68.		SHANE One day, the little Elf family -- Uh. Went into the magic forest. To find a secret gnome... facility, where gnomes where turning mushrooms into... Uranium. The elves had to go in and take it out.
ulu		Why?
shane		They were ordered to. By the Elf Unit commander at Elf station bravo. So -- they waited for cloud cover, and they came in from the north...
odd		You have to do the Panda Dance... or he won't stop.
shane		Oh, c'mon... I can't remember that thing.
todd		I'll write it down for you...
shane		When you're down and low, lower than the floor. And you ain't got a chance. Don't make a move `til you're in the groove, and do the Panda Dance...
todd		You have to do the dance. Like dad used to do. He made it up for him.
shane		What are you looking at?
shane		Today you drive.
zoe		But -- I can't even pass driver's Ed.
shane		Exactly.
zoe		Have you given a driving lesson before?
shane		N ot in a car, no... but it's a lot like a Bradley Assault Vehicle.
todd		Especially when Zoe's driving.
shane		Do you know what causes most accidents? ttention span. The most important thing is that you keep an absolute focus on...
zoe		What?!?
shane		No. Keep going. I trust you.
shane		Good. Next lesson, 1500 hours.
zoe		Ha ha ha. Very funny. T hey head into the school.   Shane spots something.
shane		I know 437 ways to hurt a man without touching him. Broken promises lead to broken legs. Do we understand each other?
rincipal claire		CHILDREN... STOP RUNNING!!
shane		Wow.   I'm glad I never had you for a CO.
principal claire		 I've noticed improvement in your troops lately, too. Noon and none of them have been called to my office. It's a miracle. S he sits beside him, and offers him a milk.
shane		Thanks.
principal claire		This old thing? Well, you never know who you're going to run into.
murney		I've had it. I just caught this boy dancing under the bleachers like some kind of Bavarian fruitcake.
todd		Hey. I'm right here. Talk. E veryone is shocked that Todd talked back. A hushed whisper goes through the cafeteria. Murney turns around.
murney		You got something to say? Boy?
todd		Yeah. Yeah I do. I quit, Murney.
murney		Winners never quit, boy. What're you so scared of, Freak?
todd		I am not scared. I... I want to sing.
murney		A musical? You're blowing off wrestling for a musical?  This is what happens when there's no man in the house.
todd		There is a man in my house -- me.  Let's get one thing clear. I'm not quitting cause I hate wresting. I'm quitting because you're a bad coach. You suck. The whole team wants to quit. I'm the only one with the guts to do it. M urney looks over at the Team. They look to the ground sheepishly, Todd's telling the truth. Murney looks around, humiliated, furious --
urney		So -- you're a tough guy now?
shane		You said you wanted to wrestle. You win. Let's do it.
murney		After school. The Gym. Your ass is mine.
shane		I'll be sure to lock up when I'm through.
todd		Pinned!
shane		Dislocated nerve, that's all. He'll be fine in  two months.
todd		That was awesome.
shane		 Let's go, Todd. I got my troops waiting.
shane		If you're ever lost in the woods, the first thing you have to do is find a source of drinking water! And make sure it's potable. If you're not sure, boil it for thirty minutes!
lulu		We're Brownies.
shane		No brownies   either. A lot of roots are edible. So    is some tree bark. When I HALO'd into   Rwanda, I lived off the underground   fern stem for three weeks!
brownie		He's eating Roly-Polies!
shane		 Wots of pwotien!
odd		... your life little girl, is an empty page/that men will want to write on... T odd tries the spinning kick, but blows it, landing hard. Shane blows a WHISTLE.
shane		Why don't we just let the Nazis win tonight -- huh? Now. From the top -- think of yourself as a gazelle prancing over the plains. Graceful.
shane		Don't touch that dial sleep for a while -- HEAAAY! And say good night, Peter Panda.
peter		 Good night, daddy.
shane		I'm not your daddy, Peter. But sweet dreams.
lulu		Go away and we won't hurt you.
lulu		Uh oh. You're gonna have to pay for that.
lulu		From now on, you do things our way -- no highway option!
brownies		I don't care what has been said, Brownies rock! Full speed ahead! Give me guff, I'm in your face! Brownies rule the human race!
shane		Sound off!
brownies		One two! Three four! One TWO THREE FOUR!
todd		West Side Story auditions in two weeks...
shane		It's all in the wrist...
zoe		Don't worry.    I'm not gonna jump.
shane		What's wrong... Scott?
zoe		o. Scott's fine. I don't know what you did, but he's really straightened up. Flowers, phone calls. ...I've never been in love like this before.
shane		How long you been together?
zoe		A month...
shane		That's longer than any relationship I've ever had.
zoe		You're okay, Shane. I'm not used to anyone giving me the benefit of the doubt. My teachers don't trust me. Mom doesn't. My dad didn't care about us, he was never here...
shane		 Hey. Your father cared about you very deeply. He told me you were the greatest things in his life. That what's bothering you? Cause -- we can talk about it, if you want.
zoe		I miss him so much...
shane		This was my dad's. He was the only family I ever had. Mom left when I was little, cause dad was always gone. Two years in... an indisclosable locale. Another six in... Another indisclosable locale. I didn't really have a home, so I went to military school -- then one day my mom got the letter. No more dad.
zoe		That's horrible, Shane.
shane		The hardest part was living without any details...why? How? Where? I always wondered if he thought about me.
oe		Me too.   So how did you get through it?
shane		You could say I just shut down my emotions. I turned off all feelings and dedicated myself to becoming the perfect soldier.
oe		I never even got to say good bye.
julie		The red tape is cleared up, we're on the first plane in the morning.
zoe		Mommy's coming home! Mommy's coming home!
todd		When?
zoe		Tomorrow morning!
peter		Mama!
shane		Just another assignment. No reason for personal attachments.
83.		SHANE I guess you've got it good.    Kids to play with. Three squares a day.
shane		What happened, Gary?
shane		Sir! Excellent news. I think I found GHOST.
bill		... Do you have it?
shane		No. It's in a steel vault. I've been trying all night, can't crack it, sir.
ill		 Good! Good work. Okay, don't do anything further. We'll be there shortly -- don't do anything `til I get there.
shane		One things for sure. After we turn this in to my CO, whoever's been bothering you guys won't be bothering you anymore.
